player_name,image_url
Nikola Vucevic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZaTcqNDT7dpgyeXntmUMjjy1toxxvi6PtXd0_8N0oP7r7t53t6u-Y1ptd5A&s
shai gilgeous-alexander,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8sX_ikCHZ7SxTXlPItoVTlrefef9ObEjatIn40-G0FYQpa2YJDdteN92R_oI&s
jaylen brown,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQudujlfMQEJEFH9PnPiF68y2-Rv50dpf_4k_Vh4tfFbz0Rd_lVSLYtzm2WgLU&s
bam adebayo.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrgooAkE8ObNeQENZuNAyj6-d2i04kuyQLbaCMF3XKLPgv3HFvQ9CGAkk5wFw&s
jrue holiday,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRW5DHIqxMIUtImSE6wZzWUXzDnLp5Hrm-JfUhjCDM2ZVxq-gB9MGgJSG96lCU&s
cade cunningham,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkxqbHxgcYwpjGNOW0Ec7YT4S9ciHb-qUdfPWitDrg7pGKHh5MmzC6dZaQQ_M&s
victor wembanyama,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROuXP3hSPD78mPST2YCKXX4QZuA_SUiEwhkRGySgf0iZK0vy-A1XhsINiddw&s
evan mobley,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbtXe1gFvuYxB3KYkCNSmQFnh-yiOKBw2v0HYsLFweIXhyaSdRowhaDb02u4Q&s
chet holmgren,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQE524W5HgPu3vqcQjwwy2bE88d7BvBpxMa6JS0cB4vYmL840sb-JZI6oTJFA&s
darius garland,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2ac72Qa66qTIkR8w9NRZL-qTlsV0sqd5tMCzToyBt7TQUUdzSJKJAbmDyvT4&s
demar derozan,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyciM4r7jW8dANHynyxgLOPQx-OassIqVUllVlsPCjP71_jbDcSBKWuPCAuw&s
mikal bridges,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_sL9GvM-s6rKPDoFXUFHHw--2wMz1BJsdVjuRQf8MSBrI8F2fRcLP7dcc-bE&s
deandre ayton,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOXuq9TRV8Y_jhIV69_H7mj_MBHp37VD8F3-gpxNsRkSAvPv-gc50C-g33Jjo&s
brandon ingram,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZKI1eMLYKcMvtjxStCn3t-2e-a4myzYAZGOL83L2AqU6y-lkzb0bB_Sfrq8E&s
zion williamson,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_lqgEDYmGf97D5ISJ45Uac7BFste-9xPeHDwHXIw8V96Ldb2D8BYy655IjHM&s
jarrett allen,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIy3dFqk1h_vgstQH7xlCMG7ovGaqrrlgmu83Z8QSgO2t8ARDDnaWpxiT3-S8&s
og anunoby,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHQT174DWrt7mH8Sg_144azgrqEHv8GRsKKZxTgV7Ios_D7j3tDxcb61sPhfA&s
tyrese maxey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTf4ne7INXnIa2iKrR6CXmao1KY-XXqDzarZGJWMaMjnZyPKVGWKQSGer45bw&s
bradley beal,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxXWfjM_itQEcOtIiUCzVnIFJrSWyrIOn3zCk_QRHJcVh54cAhpD078O7jkuA&s
zach lavine,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZDrY2fFahuzMxPoLn2aAVp7Rw9MtiAu2P4Y74Xu151VVMi7lCoF9t2aIYZg&s
josh giddey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoIuEd1U51yZi6kOVWdOPhMzhhFB0GMMHpEAQFGWCRnpVsWih-IYc2RkRuzw&s
scottie barnes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3Uc7kEoZ8H8xshDH1kBj5OX42YMiFBxvsoD9l_c_e-lMg5U0dmSENhQb9GA&s
jerami grant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR74IFDFAI4aNT7VUNaKEFGu4Bd7wxo3KAdj36adsoUm9HrnZsg4VhTqrV8sjc&s
tyler herro,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqT6Ty7HoQ-_1MJih5Jq5AQT-Hv8J3hTEQ66rpHbqEOGPPqgDCwsFEFRuAtE8&s
ja morant,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfVy8SMX-9fmkYMZ_mWETx_TADN0yLuM8gxfPcVIX47tcxfOqmYhkSUt2s6kY&s
franz wagner,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTz3k2X_ussD5tNVke9BzdHcCkUyDzzjnz3l9aFIljZZv2yosEdnVMvU7GKGg&s
jordan poole,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2qkj1Z0iuEvAH7A2rHEJvGQ85RCChvJuJOsQoSBTi8ZKXrVd_MNQumcSOxbo&s
jalen brunson,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMHpXPD1A1Z8m_OSOKKpNJEnFxC2NyTdDfr2wJdJxydYcqHJoPQPoYCeQrRg&s
terry rozier,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRti5NsdH24GpSu33MNuZV2uepcGGw4WpEciNXINRqv0HHAlNvGWMIaq_w_Sw&s
alperen sengun,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRguraBbasXgdYrEq7f4p6vebIW_zE2UU4O9isj0jkuRjb1jCcQaE6ztYISXfA&s
jamal murray,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFBPW0Y-EntCezk-AYHdc11hR4pLTZQ8XQsU-dRBYo8BUOrGWPuv97JRzEMNA&s
buddy hield,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnxl93tcq3pKK2oMH3GPfIqm_xy8Onx9EuMzbt_j42fnIVNBe-fNOIOo-kaQ&s
paolo banchero,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdu7pgBdA0YIhfqTiKb4-11vjRPi4NlwXOc12mfKVj8_34Qt7dgL9iL_YNP8E&s
rudy gobert,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQolfBf-eUjTcUb1a4k1nw_8ovEWQox_B-q4RklMehyMapWpZodOHtKAE3fHg&s
lauri markkanen,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRk_VWJ1LZAM35SB_G0yDlxYciGHl9XGj5yKMmzHHjCsdk4RQIXCH6iMR4hQQ&s
michael porter jr.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT25K38-P-X0YFW1OERKX5rCAXuHmwW6ytqkTZCpkMOgRLrxS2F4ApUk64_Sw&s
klay thompson,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSA9GFeFw1WZuOpaafvvAVneoT63lOe7pn6YRaI3egrhvAhTGv3sjrS-nzy_Q&s
jalen green,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWw4uvvM8gH-z5RGbkIxLPJ1t4MJrnggeyVOIZt_2cLjafDCkfdwn8dB3khQ&s
austin reaves,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEfGJ5PSLLn__WlaG1Hoogw0SI4HiLPtOmSdCeUK83-ffTxu_zX962pagjHQ&s
tyus jones,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHYxeqBhdUGchXFfP3NmDHXhnIVJ3Qzd6xTn310XVRG9_K8x7sCH81QWIWmg&s
devin vassell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRorqt9eVtuVmimXw_Q1K36wQQuXXdtYM_unFWTDoCWefUKozX_XptxW71fJlc&s
khris middleton,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTprS4osrm9LY1_b1770DDWjIhy2P6Y5YfHpYpPpWwWjlVKQbXyEYzkpvUsw&s
jabari smith jr.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJgknLkqLMhLvSoJfgNXQmfRX4yQidwjTmR_icwc392WO7Q5U1YmRUax9xqL4&s
robert williams,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQA7AFDBxJJ-gD0g1ZUbn0hnDKYVASljfhBj79itS-TCRk8zUsNkLcjA7qtyFs&s
chris paul,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjJFfhDdqmDrbyUmfA2_Qd8vxSkrz-0ppdbbNaz4LSSDUVFDqySkut0cGYWA&s
